1,123.711518
2,246.768871
3,371.440504
4,495.370048
5,618.093230
6,742.584630
7,873.402327
8,1001.454813
9,767.193536
10,855.575606
11,934.572628
12,1026.950002
13,945.959280
14,1063.307850
15,1075.514945
16,1143.606458
