1,104.101366
2,204.865905
3,309.693636
4,418.290660
5,529.239314
6,627.113986
7,691.460414
8,781.272616
9,662.109912
10,744.874642
11,792.325014
12,837.596634
13,852.306264
14,871.170506
15,922.634677
16,948.385738
