1,122.804258
2,248.119716
3,375.167504
4,501.347877
5,612.151506
6,643.887656
7,770.609691
8,926.187231
9,1038.045264
10,1054.789887
11,1081.703977
12,1095.916181
13,1121.653389
14,1131.141158
15,1151.701198
16,1170.568627
